houshold,brand_car,age_car_yr,Sum_Totprem_Auto,Cars,salard_Age_cus_HH,cus_tenure_mth,HH_tenure_mth,FA_DCT,Fc,FD,cs_flag_auto,zone,salary,rural_urban,fraud_Ind
403,2,17,0,2,34,177,214,0,2,6,0,8,2471377,1,0
404,1,7,0,4,33,73,111,0,1,2,0,8,1918087,1,0
405,1,14,0,1,25,28,44,0,3,3,0,6,3101304,0,0
406,2,10,0,2,39,242,260,0,3,2,0,8,2980622,0,0
407,1,20,0,2,44,7,12,0,2,3,0,2,4130034,0,0
408,5,6,0,2,49,55,77,0,2,2,0,2,2031622,0,0
409,3,1,0,4,34,64,109,0,3,2,0,3,3531940,0,0
410,2,13,0,4,40,128,145,0,4,2,0,4,1676056,0,0
411,1,10,0,4,27,41,79,0,2,3,0,4,3577887,1,0
412,1,6,0,2,27,282,328,0,3,2,0,3,2867185,0,0
413,3,4,0,1,46,252,300,0,1,2,0,4,2056682,0,0
414,1,5,0,2,43,233,258,1,4,3,0,5,3796787,0,0
415,1,22,0,3,40,110,221,0,2,3,0,3,3245821,0,0
416,1,22,0,3,47,20,34,1,3,2,0,2,2123994,0,0
417,7,9,0,3,50,124,108,0,2,1,0,3,1721457,1,0
418,1,27,0,2,30,9,45,1,2,3,0,3,2099505,0,0
419,1,9,0,2,49,168,143,0,3,1,0,2,4176782,1,0
420,2,10,0,2,37,77,104,1,2,2,0,5,1675151,0,0
421,1,13,0,1,35,223,246,0,3,3,0,5,3399441,0,0
422,2,17,0,4,33,131,189,0,3,1,0,2,1548464,0,0
423,7,11,0,4,25,210,194,0,1,3,0,3,1305765,0,0
424,2,5,0,1,42,155,256,0,3,2,0,3,1985005,0,0
425,2,11,0,1,43,148,226,0,3,1,0,2,2109940,0,0
426,2,16,0,4,45,7,12,0,2,1,0,5,1478985,1,0
427,2,16,0,1,29,234,297,0,3,3,0,5,3098640,0,0
428,1,2,0,3,27,291,305,0,3,1,0,6,1679634,0,0
429,2,2,0,1,49,122,145,0,3,2,0,3,2446016,0,0
430,7,22,0,1,48,183,215,0,1,1,0,6,3230572,0,0
431,1,18,0,1,50,157,257,0,2,3,0,3,4035436,0,0
432,7,36,0,1,26,5,37,0,4,2,0,3,2418412,0,0
433,7,16,0,1,40,148,166,0,2,3,0,5,1507872,1,0
434,2,5,0,4,50,243,278,0,2,1,0,4,1575059,0,0
435,7,12,0,1,25,84,134,0,3,1,0,2,2911881,0,0
436,2,8,0,4,30,188,203,1,3,2,0,4,3881187,0,0
437,1,18,0,2,37,127,169,1,2,2,0,3,1597584,0,0
438,1,5,0,3,37,211,247,0,2,2,0,3,1664008,0,0
439,1,5,0,1,39,74,107,0,1,4,0,2,2126023,1,0
440,2,4,0,1,25,306,351,1,4,1,0,2,1795225,0,0
441,3,24,0,3,46,92,194,0,3,1,0,2,3568619,0,0
442,2,24,0,2,26,146,162,0,2,2,0,1,1874862,0,0
443,2,15,0,2,43,95,119,0,2,1,0,4,4429531,0,0
444,3,28,0,1,49,196,193,1,2,3,0,4,2767969,0,0
445,1,7,0,1,49,106,147,1,1,4,0,4,3310903,0,0
446,1,1,0,2,30,80,115,0,4,3,0,4,4254175,1,0
447,1,13,0,4,27,7,12,0,2,5,0,1,2203496,0,0
448,3,5,0,4,29,107,263,0,3,1,0,2,4275765,1,0
449,7,17,0,2,26,156,178,0,4,4,0,3,1394408,0,0
450,2,17,0,2,25,131,118,0,4,2,0,2,1514470,0,0
451,7,4,0,2,33,7,12,0,2,3,0,3,4346925,0,0
452,2,30,0,3,44,280,319,0,3,2,0,4,4031301,1,0
453,3,9,0,2,35,185,127,0,2,4,0,5,4048237,1,0
454,2,7,0,1,42,138,279,1,3,1,0,4,4040540,0,0
455,2,6,0,1,25,190,226,1,2,1,0,4,1386548,0,0
456,2,13,0,1,30,212,290,0,4,1,0,2,1701078,0,0
457,3,16,0,1,32,58,74,0,3,1,0,4,4454385,0,0
458,3,15,0,1,51,208,255,0,2,2,0,4,2826790,1,0
459,7,9,0,3,37,112,117,0,1,1,0,2,3694399,0,0
460,7,19,0,1,25,114,243,1,1,1,0,4,2159594,1,0
461,2,18,0,1,30,116,135,0,4,2,0,2,3524736,0,0
462,1,11,0,1,40,8,35,0,3,3,0,4,3039707,0,0
463,7,11,0,1,47,189,236,0,2,2,0,5,3017792,0,0
464,1,7,0,1,25,142,157,0,2,5,0,2,2598898,0,0
465,2,7,0,1,31,171,201,0,4,3,0,3,3297328,0,0
466,7,9,0,3,35,70,118,0,1,5,0,4,3009016,0,0
467,2,2,0,2,46,192,222,0,1,3,0,3,4288934,0,0
468,3,6,0,1,37,252,270,0,2,2,0,3,2434125,1,0
469,2,6,0,2,41,196,108,0,3,1,0,3,1777297,0,0
470,2,24,0,3,46,168,171,0,1,2,0,2,2389587,0,0
471,3,5,0,2,36,82,117,0,2,1,0,4,1715386,0,0
472,3,10,0,1,26,295,335,0,1,1,0,3,2371229,1,0
473,4,12,0,1,42,62,93,0,3,3,0,6,2175661,1,0
474,2,3,0,1,40,59,86,0,1,2,0,2,3515902,0,0
475,3,16,0,3,35,53,86,0,3,1,0,3,2996646,0,0
476,1,3,0,3,42,102,299,0,1,2,0,3,2655035,0,0
477,1,5,0,1,50,29,76,0,1,1,0,3,4222780,1,0
478,1,7,0,1,46,203,251,0,3,2,0,3,2722458,0,0
479,2,19,0,2,41,234,231,0,1,4,0,4,4359678,0,0
480,2,12,0,1,30,64,181,0,3,2,0,6,2787966,0,0
481,6,8,0,1,38,32,60,1,3,1,0,5,4349173,0,0
482,7,3,0,1,49,250,113,0,2,2,0,3,4496583,0,0
483,3,16,0,1,26,284,334,0,3,1,0,3,2989924,1,0
484,3,6,0,2,28,84,194,0,3,2,0,5,2404183,0,0
485,2,12,0,1,45,126,174,1,2,3,0,3,1361672,1,0
486,3,4,0,3,40,137,268,1,1,2,0,4,4597875,1,0
487,3,3,0,4,25,247,127,1,1,2,0,4,2693164,0,0
488,2,15,0,2,26,304,330,1,2,1,0,6,3635280,0,0
489,4,10,0,2,49,251,271,1,2,1,0,4,4432979,1,0
490,1,5,0,3,25,224,282,0,1,3,0,3,4537201,0,0
491,1,5,0,3,37,83,106,0,1,3,0,5,3644631,0,0
492,2,6,0,1,36,133,183,1,1,1,0,4,2839786,0,0
493,3,4,0,2,47,307,337,1,2,1,0,4,3969989,0,0
494,1,4,0,2,27,61,75,1,2,3,0,4,3882532,0,0
495,3,9,0,1,42,232,293,0,3,1,0,4,3144816,0,0
496,1,9,0,2,41,90,126,0,1,2,0,3,3825659,1,0
497,1,25,0,1,27,122,155,0,4,6,0,3,3663932,0,0
498,1,21,0,4,30,182,200,0,2,2,0,4,2084689,0,0
499,4,12,0,1,41,66,85,0,2,6,0,4,1799303,0,0
500,3,17,0,1,37,227,239,0,2,2,0,5,3999924,0,0
501,7,7,0,2,36,54,156,1,3,2,0,5,4630183,1,0
502,2,11,0,4,38,243,276,0,3,1,0,3,4464793,0,0
503,1,1,0,4,47,22,40,0,4,1,0,4,2814853,1,0
504,2,10,0,3,46,186,216,0,2,3,0,3,3011623,0,0
505,2,7,0,2,38,317,354,0,1,1,0,3,4369535,0,0
506,2,43,0,1,25,155,192,0,3,3,0,3,3363187,0,0
507,1,43,0,1,49,134,156,0,3,2,0,3,1556426,0,0
508,1,2,0,1,50,295,334,0,1,2,0,6,3356857,1,0
509,2,12,0,1,27,240,240,0,4,2,0,5,4236729,0,0
510,1,4,0,1,47,131,136,0,1,3,0,4,2203316,0,0
511,1,13,0,2,41,82,150,0,3,2,0,3,4175853,0,0
512,2,1,0,4,27,309,330,0,2,2,0,3,1657906,0,0
513,1,5,0,2,29,288,334,0,3,2,0,3,4452589,0,0
514,2,29,0,2,38,10,15,0,3,2,0,5,1831026,1,0
515,1,7,0,1,25,1,43,0,3,3,0,2,1557870,1,0
516,1,7,51735.92,3,25,201,236,0,1,2,1,5,2486259,1,0
517,7,3,35513.64,1,45,143,162,0,2,1,1,2,3061039,0,0
518,2,3,12276.32,1,30,29,56,1,4,1,1,3,4489900,0,0
519,1,27,74096.36,2,26,325,338,0,2,1,1,2,3937336,0,0
520,7,3,47789.96,2,32,206,218,1,3,3,1,2,4234882,0,0
521,4,14,76069.34,1,43,310,347,0,3,4,1,4,2200952,0,0
522,1,13,0,1,41,217,217,0,1,2,0,5,3531137,0,0
523,2,13,0,1,41,210,296,0,2,3,0,4,2607289,0,0
524,3,6,0,3,38,123,154,0,2,2,0,2,3991923,0,0
525,3,11,0,1,40,110,219,0,1,2,0,3,2456290,0,0
526,7,17,59627.84,1,51,226,295,0,1,2,1,3,2171465,0,0
527,2,10,3288.3,2,33,2,15,0,1,1,1,2,4028091,0,0
528,2,19,46255.42,3,46,175,211,1,3,3,1,4,1448724,0,0
529,2,18,15345.4,1,25,39,70,0,2,4,1,4,1803070,0,0
530,2,9,27840.94,2,36,82,127,0,3,4,1,5,3590387,1,0
531,1,34,18195.26,2,33,46,83,0,1,3,1,3,3033600,0,0
532,7,22,15564.62,1,25,25,71,0,3,2,1,2,3564598,1,0
533,3,8,62916.14,2,28,240,287,0,2,3,1,2,3879357,0,0
534,3,28,67958.2,1,48,282,310,1,3,3,1,3,2038631,0,0
535,2,6,38801.94,1,47,132,131,1,1,2,1,3,2603654,1,0
536,2,6,49762.94,1,37,149,243,0,3,3,1,2,2318048,1,0
537,7,15,48009.18,3,27,198,219,0,3,1,1,2,3853641,1,0
538,7,18,49105.28,1,35,203,224,0,1,3,1,4,2031917,0,0
539,7,18,0,1,47,172,213,0,3,3,0,4,2469839,0,0
540,2,18,0,3,43,245,288,1,2,1,0,3,4076560,0,0
541,7,7,0,2,28,217,244,0,4,1,0,3,3577993,0,0
542,1,22,0,2,40,228,242,0,3,3,0,4,2613431,0,0
543,1,22,0,1,50,217,279,0,3,1,0,4,3758895,0,0
544,2,9,0,1,48,12,17,0,1,1,0,2,3710007,0,0
545,3,9,0,1,44,108,176,0,1,2,0,5,4665253,0,0
546,7,4,0,1,46,259,276,0,2,3,0,5,3305788,0,0
547,2,3,0,1,26,159,187,0,2,1,0,6,1806819,0,0
548,1,11,0,3,32,72,292,0,1,1,0,2,4234285,0,0
549,4,11,0,3,26,241,269,1,2,4,0,5,2176042,0,0
550,2,20,0,2,40,223,239,1,3,1,0,3,1946532,0,0
551,2,20,0,2,46,36,61,0,5,1,0,3,2197345,0,0
552,7,42,0,2,34,16,60,0,2,5,0,4,2768491,0,0
553,1,9,0,1,25,271,299,0,2,1,0,4,3664373,0,0
554,1,8,0,2,41,113,208,0,3,2,0,3,1911852,0,0
555,2,25,0,3,25,282,315,1,1,2,0,5,2773752,0,0
556,1,6,0,1,25,38,69,0,2,3,0,6,1555032,0,0
557,1,6,0,3,30,216,243,0,1,1,0,2,3584273,0,0
558,1,6,0,1,32,296,333,0,1,1,0,4,4699477,0,0
559,7,30,0,1,25,94,122,1,2,4,0,4,3201861,1,0
560,2,30,0,3,42,76,102,1,2,1,0,6,3655369,0,0
561,3,7,0,1,46,212,278,0,3,2,0,2,2346994,0,0
562,2,7,0,1,28,229,254,0,4,2,0,3,2415771,0,0
563,7,14,0,3,49,286,312,0,3,3,0,4,2096593,0,0
564,2,13,0,1,39,202,230,0,1,1,0,3,4487528,0,0
565,7,18,0,2,40,320,345,0,3,3,0,3,2963488,0,0
566,2,9,0,1,30,210,286,0,3,4,0,3,2685199,1,0
567,1,3,0,3,37,251,181,1,2,4,0,6,1951447,0,0
568,1,19,0,1,37,315,333,1,2,3,0,3,4292175,0,0
569,2,5,0,2,46,26,76,0,2,1,0,4,4015513,0,0
570,2,2,0,1,34,97,125,0,2,3,0,3,1357143,0,0
571,1,5,0,1,48,75,102,0,3,3,0,3,1821467,0,0
572,1,24,0,1,40,123,165,1,1,1,0,3,2501196,0,0
573,2,12,0,1,29,313,341,0,1,6,0,3,2885490,1,0
574,1,21,0,2,49,270,295,0,2,6,0,4,4426226,0,0
575,1,21,0,1,28,200,242,0,1,2,0,5,1811359,0,0
576,3,24,0,1,42,296,318,0,3,2,0,3,3944556,0,0
577,1,3,0,2,40,86,294,0,3,2,0,5,1824707,0,0
578,3,4,0,1,25,122,183,1,2,2,0,4,3239770,0,0
579,1,7,0,3,37,80,100,0,3,1,0,4,1847048,0,0
580,1,8,0,4,25,99,128,0,1,5,0,1,3806628,0,0
581,3,9,0,2,37,34,39,0,3,2,0,1,2481743,1,0
582,7,14,0,2,27,285,313,0,2,2,0,2,3277218,0,0
583,3,15,0,2,46,149,196,0,1,3,0,1,1967823,1,0
584,3,15,0,2,30,12,45,0,3,1,0,1,3702555,0,0
585,1,20,0,2,25,186,115,0,2,3,0,1,1687256,0,0
586,1,20,0,2,38,156,272,0,5,2,0,3,4367439,0,0
587,1,6,0,1,43,273,240,0,3,1,0,4,1675780,0,0
588,1,15,0,1,25,258,307,0,3,2,0,1,2828446,0,0
589,1,5,0,2,49,266,292,1,1,3,0,1,3251781,0,0
590,7,5,0,2,25,7,12,1,3,1,0,3,3745400,1,0
591,2,4,0,2,45,119,161,1,2,2,0,4,1766382,0,0
592,2,13,0,1,36,104,236,0,3,2,0,1,3877333,0,0
593,7,11,0,2,43,115,273,1,3,3,0,1,1653192,0,0
594,2,17,0,2,28,92,251,0,1,1,0,4,1402449,1,0
595,7,18,0,2,50,276,318,0,2,2,0,4,2522490,0,0
596,4,7,0,4,43,112,251,0,1,3,0,3,1587951,0,0
597,1,12,0,3,42,163,103,1,1,1,0,1,3122858,0,0
598,1,13,0,3,28,136,299,1,3,2,0,3,3841387,0,0
599,1,14,0,3,50,76,108,0,3,3,0,1,3257851,1,0
600,7,13,0,3,25,68,232,1,2,1,0,1,2744197,0,0
601,2,23,0,1,51,122,103,1,2,3,0,2,3134373,0,0
602,3,5,0,1,34,192,106,1,2,4,0,1,2694619,0,0
603,2,8,0,1,30,135,149,0,1,2,0,1,2643894,0,0
604,2,6,0,1,32,249,288,0,2,2,0,3,1747726,0,0
605,2,1,0,1,26,177,220,1,3,3,0,1,4346825,0,0
606,1,17,0,1,38,135,165,0,3,1,0,4,2948163,1,0
607,1,6,0,4,42,202,271,0,2,1,0,3,2584707,0,0
608,2,12,0,2,49,23,28,0,2,2,0,4,4157968,1,0
609,1,6,0,2,31,19,46,0,1,4,0,1,2745020,0,0
610,1,4,0,2,25,219,115,0,2,3,0,1,4557588,0,0
611,2,4,0,1,44,180,153,0,4,1,0,3,3094979,0,0
612,1,22,0,1,45,172,202,0,5,1,0,1,4501034,0,0
613,3,9,0,3,32,9,23,1,5,2,0,3,1880873,0,0
614,2,27,0,3,51,114,153,0,2,5,0,1,2483365,0,0
615,3,1,0,1,47,260,289,0,3,2,0,1,1858691,1,0
616,2,10,0,1,36,235,247,0,1,3,0,1,4194420,0,0
617,3,3,0,1,25,275,301,1,3,1,0,1,4602711,0,0
618,2,24,0,2,25,47,73,1,2,1,0,4,3469533,0,0
619,4,19,0,4,25,204,237,1,2,2,0,2,2809202,0,0
620,3,11,0,2,35,249,267,0,1,2,0,3,4249896,1,0
621,2,11,0,3,35,249,135,0,2,2,0,1,3437040,0,0
622,7,10,0,2,49,202,226,0,3,4,0,4,4196059,0,0
623,7,36,0,1,31,272,289,0,1,1,0,1,1796672,0,0
624,7,11,0,2,44,130,194,0,2,3,0,4,4580734,1,0
625,4,2,0,2,38,14,19,0,3,1,0,1,3314239,0,0
626,1,18,0,1,29,154,189,0,3,1,0,2,3295862,0,0
627,2,8,0,1,31,8,13,0,4,2,0,2,1916987,1,0
628,3,8,0,2,25,258,282,0,3,2,0,1,1952529,0,0
629,7,6,0,3,39,164,148,0,3,4,0,1,1810607,1,0
630,1,5,0,3,31,333,356,0,3,3,0,1,3143411,0,0
631,7,18,0,2,50,118,143,0,4,1,0,1,2131141,0,0
632,2,18,0,1,27,74,171,0,2,1,0,1,4335219,0,0
633,2,7,0,1,43,73,116,0,1,2,0,1,2010892,0,0
634,2,8,0,3,45,315,333,0,3,2,0,1,3676087,0,0
635,7,16,0,2,34,200,214,1,2,1,0,1,1734307,0,0
636,2,2,0,1,42,268,281,0,1,2,0,1,4037354,0,0
637,2,22,0,1,28,256,270,0,2,3,0,1,2153188,0,0
638,3,22,0,1,48,244,266,0,2,5,0,2,4488110,0,0
639,3,4,0,1,28,94,138,0,2,1,0,1,3847179,1,0
640,2,4,0,2,41,227,244,0,3,2,0,1,2662321,0,0
641,3,17,0,1,34,11,32,0,4,3,0,1,1349372,0,0
642,3,12,0,3,51,7,12,0,2,5,0,3,2188900,0,0
643,3,15,0,1,49,50,65,1,3,2,0,1,4103650,0,0
644,1,3,0,1,35,253,221,0,1,2,0,1,4108503,0,0
645,4,11,0,1,46,153,118,0,3,4,0,1,2097169,1,0
646,3,28,0,3,37,7,12,0,2,3,0,1,3723130,0,0
647,7,5,0,3,47,234,198,1,1,2,0,1,2898248,1,0
648,2,42,0,1,47,102,235,0,4,1,0,1,1510079,1,0
649,1,13,0,1,50,13,18,1,3,2,0,1,3996082,0,0
650,2,30,0,2,34,277,325,0,2,1,0,1,3782948,1,0
651,2,9,0,2,48,97,118,0,2,2,0,1,2988499,1,0
652,7,10,0,3,27,134,175,0,3,3,0,1,1664521,0,0
653,7,3,0,1,32,41,83,0,2,1,0,1,3756571,1,0
654,1,11,0,3,48,4,26,0,2,2,0,2,4239023,0,0
655,3,16,0,3,28,240,122,0,1,4,0,1,2170250,0,0
656,2,42,0,2,46,4,32,1,3,4,0,1,3932996,0,0
657,1,11,0,1,33,220,186,1,1,1,0,1,3459743,0,0
658,1,21,0,1,46,93,264,0,2,1,0,2,2761451,0,0
659,3,9,0,1,25,52,92,0,4,2,0,2,4654916,0,0
660,1,5,0,4,47,82,265,1,3,1,0,1,3247349,0,0
661,1,2,0,2,30,285,310,1,2,2,0,1,3400324,0,0
662,1,10,0,1,35,159,198,0,1,1,0,1,1809826,0,0
663,3,4,0,2,38,203,183,0,2,3,0,1,2136654,0,0
664,3,4,0,1,49,7,12,0,3,4,0,1,2479349,0,0
665,3,17,0,1,25,172,212,1,2,6,0,1,2524074,0,0
666,3,3,0,2,44,242,262,0,3,4,0,1,1389063,0,0
667,7,5,0,2,48,161,180,0,1,2,0,5,1416482,0,0
668,7,5,0,1,25,112,160,0,1,1,0,3,3487774,0,0
669,1,20,0,3,50,90,127,0,1,2,0,4,1344767,0,0
670,3,12,0,4,26,346,359,1,3,6,0,3,4388794,1,0
671,2,8,0,1,49,293,336,0,3,2,0,6,3089831,0,0
672,3,16,0,3,46,55,69,0,1,2,0,5,1843565,0,0
673,2,1,0,4,37,81,101,1,2,2,0,5,2728319,0,0
674,7,1,0,2,47,264,277,1,2,1,0,3,4354548,0,0
675,4,15,0,2,25,235,182,0,3,2,0,3,4531190,0,0
676,1,5,0,2,32,282,330,0,3,6,0,6,4241525,0,0
677,2,23,0,2,48,127,177,0,2,2,0,3,3683914,0,0
678,1,7,0,2,31,137,152,0,1,3,0,3,2926949,0,0
679,1,6,0,1,35,170,193,0,3,2,0,3,3972565,0,0
680,2,27,0,1,31,289,302,0,2,3,0,3,1462189,0,0
681,2,26,0,1,30,162,199,0,3,2,0,5,3042571,0,0
682,2,12,0,2,25,115,247,0,1,3,0,5,2094511,0,0
683,7,12,0,3,36,180,217,0,1,3,0,4,4087178,0,0
684,7,17,0,1,31,120,161,0,2,2,0,4,3784562,0,0
685,7,17,0,1,29,60,137,1,3,3,0,3,4644821,1,0
686,3,3,0,4,29,141,173,0,3,2,0,4,4169017,0,0
687,1,3,0,1,33,81,113,0,3,2,0,3,2607245,0,0
688,2,6,0,3,28,150,162,0,3,3,0,5,2407738,0,0
689,1,23,0,3,41,60,74,0,1,1,0,5,2687448,0,0
690,1,19,0,1,28,216,240,0,1,2,0,3,3739762,1,0
691,7,10,0,1,25,277,320,1,2,1,0,6,2890864,0,0
692,1,9,0,4,25,173,289,1,3,2,0,4,4552716,1,0
693,4,6,0,2,30,200,239,0,1,2,0,4,2853307,0,0
694,7,9,0,1,25,127,176,0,1,2,0,3,4284169,0,0
695,2,9,0,1,25,230,266,0,2,1,0,6,4053355,0,0
696,7,9,0,3,25,23,61,1,2,2,0,5,1471362,0,0
697,7,9,0,3,38,71,123,1,3,2,0,3,2999922,0,0
698,7,10,0,3,35,288,319,0,3,3,0,5,3927760,0,0
699,1,6,0,1,29,122,264,0,5,2,0,3,4470027,0,0
700,2,4,0,2,32,2,30,0,2,4,0,1,3255503,1,0
701,1,4,0,1,47,238,172,0,2,3,0,1,3021615,0,0
702,2,2,0,2,26,51,86,1,5,4,0,1,4490954,0,0
703,1,2,167866.72,3,25,216,124,0,1,2,1,1,3298931,0,0
704,7,4,19505.64,2,31,28,33,1,1,3,1,1,2427944,1,0
705,4,5,138903.8,1,31,213,235,0,3,1,1,1,4030363,0,0
706,2,22,130628.68,2,44,155,115,1,2,1,1,1,2312172,0,0
707,3,8,98710.36,5,43,130,197,0,2,2,1,1,4311006,0,0
708,7,20,74476.08,2,44,80,136,0,3,1,1,1,2711326,0,0
709,3,10,63836.64,1,38,212,119,0,2,2,1,1,3556462,1,0
710,2,3,129446.52,3,29,231,278,0,3,1,1,1,3542454,0,0
711,7,27,150725.4,2,49,220,255,0,3,3,1,2,4505952,1,0
712,3,6,132401.92,1,26,211,224,1,3,1,1,1,1416465,1,0
713,3,10,69747.44,1,50,144,171,1,1,1,1,4,1973723,0,0
714,2,10,193283.16,3,45,277,327,0,4,2,1,2,1527042,0,0
715,2,14,138312.72,2,41,184,116,0,4,1,1,1,2935423,0,0
716,7,11,75658.24,1,36,96,128,0,1,1,1,1,1444947,0,0
717,7,2,211015.56,4,31,338,357,0,2,2,1,1,3512133,0,0
718,1,20,82160.12,1,43,209,287,0,1,3,1,1,2922447,0,0
719,2,10,84524.44,4,38,245,210,0,2,4,1,1,2685781,0,0
720,1,21,76249.32,2,32,87,217,1,1,3,1,1,4589437,0,0
721,7,19,56743.68,3,47,54,96,0,1,3,1,1,3961226,0,0
722,2,28,195056.4,1,25,289,330,0,1,1,1,3,1876939,0,0
723,2,36,212197.72,2,49,320,359,1,3,3,1,4,1597179,0,0
724,2,11,181461.56,1,43,270,307,0,3,2,1,1,2357560,0,0
725,3,18,25416.44,1,35,12,43,0,2,2,1,2,4565624,0,0
726,2,8,13594.84,2,49,7,23,0,2,3,1,1,4497885,0,0
727,7,8,125900.04,4,25,90,220,0,3,1,1,1,2669479,0,0
728,1,7,105212.24,1,35,147,178,0,2,1,1,1,1442921,0,0
729,2,7,188554.52,1,38,279,319,0,3,5,1,1,3647748,0,0
730,2,24,128855.44,3,39,200,218,0,2,5,1,4,2929536,0,0
731,1,12,178506.16,1,29,285,302,0,3,3,1,1,3314467,0,0
732,1,28,161955.92,1,36,155,256,0,2,5,1,2,3683227,0,0
733,7,23,181461.56,4,51,292,307,0,1,2,1,1,2505415,0,0
734,3,12,0,4,41,86,116,0,1,2,0,1,1659271,0,0
735,2,17,0,2,25,209,241,0,3,5,0,1,4074507,0,0
736,3,5,0,2,51,123,159,1,1,1,0,1,3797880,0,0
737,3,10,0,3,29,106,135,0,2,2,0,1,1960334,0,0
738,1,11,0,2,32,271,318,0,2,1,0,1,2969989,0,0
739,1,2,0,1,44,231,279,0,3,2,0,1,2490960,0,0
740,4,17,0,2,44,80,188,0,1,2,0,1,2758871,1,0
741,3,18,0,3,33,301,323,0,1,3,0,1,3780920,0,0
742,1,3,0,1,38,254,221,1,4,2,0,1,1594733,1,0
743,3,11,0,1,26,65,112,1,4,3,0,1,1822162,0,0
744,3,18,0,1,30,214,257,0,1,2,0,1,2622459,0,0
745,4,19,0,1,25,230,273,1,2,1,0,1,1486315,0,0
746,2,7,0,1,28,98,131,0,1,3,0,1,2520143,0,0
747,2,7,0,2,32,12,17,0,1,1,0,1,3440521,0,0
748,3,9,0,1,33,218,260,0,2,4,0,1,4054745,0,0
749,3,19,0,2,46,57,107,0,4,3,0,1,3015720,1,0
750,1,2,0,1,26,85,114,0,2,1,0,1,4682197,0,0
751,2,5,0,2,36,316,345,0,1,1,0,1,3923504,0,0
752,1,15,0,1,47,248,270,0,4,1,0,1,3017069,0,0
753,3,5,0,2,35,243,227,0,1,1,0,1,1462784,0,0
754,7,21,0,1,35,24,66,0,2,2,0,1,1950160,1,0
755,2,21,0,1,29,314,350,0,5,4,0,1,3594948,0,0
756,2,19,0,2,32,225,180,1,2,6,0,1,2613932,0,0
757,1,3,0,2,45,266,279,0,1,2,0,3,1779087,0,0
758,1,8,0,1,39,185,139,0,3,2,0,1,2164666,0,0
759,2,5,0,2,36,96,122,0,3,2,0,1,1330493,0,0
760,1,24,0,1,36,288,322,0,1,1,0,1,4693191,0,0
761,3,19,0,1,37,143,259,0,2,6,0,1,3175339,0,0
762,2,16,0,1,26,288,328,0,2,1,0,3,1670301,0,0
763,1,12,0,2,31,282,182,0,2,6,0,1,1677774,0,0
764,4,6,0,2,26,121,136,0,2,5,0,1,1534088,1,0
765,2,11,0,1,49,28,78,1,4,6,0,1,3498524,0,0
766,3,5,0,5,45,9,26,1,2,3,0,5,4097819,0,0
767,3,9,0,2,25,233,272,0,3,2,0,5,3246598,1,0
768,3,11,0,1,35,94,111,0,1,4,0,2,4188307,0,0
769,7,8,0,3,51,244,291,0,3,4,0,3,1824477,0,0
770,3,9,0,2,29,94,132,0,1,2,0,5,3424352,0,0
771,4,7,0,3,33,161,211,0,3,3,0,6,1428613,0,0
772,2,25,0,4,44,138,153,1,2,2,0,4,4016165,0,0
773,2,5,0,3,25,32,51,1,2,1,0,6,3751242,0,0
774,1,3,44651.88,1,50,287,329,1,4,3,1,4,2687761,0,0
775,1,14,16150.68,1,41,103,119,0,4,1,1,3,3234791,1,0
776,1,1,25922.52,3,34,164,191,0,5,2,1,5,4472561,0,0
777,1,20,37458.72,4,40,212,232,0,1,2,1,5,4119192,0,0
778,5,7,1628.64,2,34,7,12,1,4,4,1,3,1700840,0,0
779,4,15,22665.24,2,26,95,124,0,3,2,1,3,3778517,1,0
780,1,9,27008.28,2,30,79,143,0,2,3,1,3,1392428,0,0
781,5,13,21579.48,1,29,125,159,0,1,2,1,6,1628941,0,0
782,5,9,32572.8,1,25,204,240,1,3,1,1,6,4049220,0,0
783,2,11,38137.32,3,34,216,241,0,2,1,1,3,2632415,0,0
784,2,6,42073.2,2,26,282,310,0,3,2,1,3,1997062,0,0
785,2,4,14386.32,1,46,56,106,0,1,5,1,3,2373683,0,0
786,1,5,32572.8,2,49,197,240,1,2,4,1,5,3466584,0,0
787,7,1,29586.96,3,39,196,112,1,3,3,1,3,4236760,0,0
788,4,22,18457.92,2,34,157,216,0,2,3,1,4,4609522,0,0
789,2,11,6243.12,1,43,19,46,0,3,4,1,6,2713513,0,0
790,7,7,16014.96,1,27,94,118,0,2,2,1,3,1322801,0,0
791,7,11,5428.8,1,41,28,40,0,3,1,1,3,1710902,1,0
792,2,11,29722.68,1,30,139,147,0,3,2,1,3,3995915,0,0
793,7,39,13707.72,2,42,216,199,0,1,1,1,4,2008517,1,0
794,3,15,32844.24,2,25,198,242,0,5,2,1,3,1398545,0,0
795,2,5,38408.76,2,48,76,260,0,3,1,1,6,1485251,0,0
796,1,6,47773.44,3,43,339,352,0,4,2,1,3,1555590,1,0
797,3,6,16286.4,2,31,250,284,0,1,2,1,6,4163621,0,0
798,7,36,10586.16,2,33,46,78,1,2,1,1,4,4575538,0,0
799,7,12,10586.16,4,26,39,78,0,3,2,1,1,1982022,0,0
800,2,17,0,3,26,49,97,0,2,1,0,1,4477313,0,0
801,2,8,0,1,27,204,117,0,3,2,0,1,3652373,0,0
802,1,7,0,1,28,130,154,0,4,2,0,2,2604535,0,0
803,2,2,0,1,31,102,232,0,3,1,0,4,1422442,1,0
